image,emotion,text,source
mycomic.pdf_p0008_panel_2.jpg,surprise,". AM!  , S64
N WELL, THESE ARE NICER THAN THE TATTY
OLD CLOTHES I'M WEARING

a a

ty",auto_ocr_sentiment
mycomic.pdf_p0009_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0009_panel_1.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0009_panel_2.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0009_panel_3.jpg,neutral,"I'LL HEAD BACK TO THE PARK.
HOPEFULLY I HAVEN'T MISSED
THE SHUTTLE-",auto_ocr_sentiment
mycomic.pdf_p0010_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0010_panel_1.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0010_panel_2.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0011_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0011_panel_1.jpg,joy,"SS
ZARYA
IS FEELING
FEAR, CURIOSITY
AND LONGING.

- AM) THE PERFECT WORLD
\ M) TO VISIT TODAY IS...
ZATURA WORLD
ra S
ae »",auto_ocr_sentiment
mycomic.pdf_p0011_panel_2.jpg,neutral,"WHAT
HAPPENED TO
EVERYONE?

MENTAL HEALTH
CRISIS IN 2023 LED TO
ALMOST COMPLETE
DESTRUCTION OF LIFE
ON EARTH-",auto_ocr_sentiment
mycomic.pdf_p0011_panel_3.jpg,neutral,"WELCOME, ZARYA
I'M RAYA, YOUR INTER-WORLD
ASSISTANT. I'M OPERATED BY
YOUR EMOTIONS. WHERE DO YOU
FEEL LIKE GOING?",auto_ocr_sentiment
mycomic.pdf_p0012_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0012_panel_1.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0012_panel_2.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0012_panel_3.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0013_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0013_panel_1.jpg,surprise,"“ie
ANOTHER PERSON? Ts SHE REAL? ah :

oa

 

Ss
aa a ar
ae /",auto_ocr_sentiment
mycomic.pdf_p0013_panel_2.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0013_panel_3.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0013_panel_4.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0014_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0014_panel_1.jpg,anger,"I TOOK A DEEP BREATH AND FELT
BUTTERFLIES' WINGS TOUCHING MY FACE

 

MY BODY RELAXED

—s wn»",auto_ocr_sentiment
mycomic.pdf_p0014_panel_2.jpg,surprise,"YOU ARE
EXACTLY WHERE
YOU NEED TO",auto_ocr_sentiment
mycomic.pdf_p0014_panel_3.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0014_panel_4.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0015_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0015_panel_1.jpg,disgust,"SHE TAUGHT ME TO ACCEPT LIFE AS |S

ae",auto_ocr_sentiment
mycomic.pdf_p0015_panel_2.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0015_panel_3.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0015_panel_4.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0015_panel_5.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0015_panel_6.jpg,anger,"I WON'T FIGHT WITH MY THOUGHTS AND FEELINGS
Ns ANYMORE, I'LL LET THEM COME AND GO

Se Ae . Oo",auto_ocr_sentiment
mycomic.pdf_p0016_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0016_panel_1.jpg,neutral,"I FOUND MORE QUESTIONS THAN ANSWERS.- BUT
- [IF IT NO LONGER SEEK TO BE IN CONTROL, I CAN
| FINALLY ENJOY THE RIDE-",auto_ocr_sentiment
mycomic.pdf_p0016_panel_2.jpg,joy,"ZARYA IS
FEELING
ACCEPTANCE

DESTINATION:
CENTRAL PARK,
NEW YORK",auto_ocr_sentiment
mycomic.pdf_p0016_panel_3.jpg,sadness,"a 7 a
SHE |S GONE | BUT SHE LEFT MEA GIFT

rs oe",auto_ocr_sentiment
mycomic.pdf_p0017_panel_0.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0017_panel_1.jpg,neutral,"9
AA
b
Bw
am
w
X
r",auto_ocr_sentiment
mycomic.pdf_p0017_panel_2.jpg,neutral,ACCEPTANCE IS THE FIRST STEP--,auto_ocr_sentiment
mycomic.pdf_p0017_panel_3.jpg,neutral,,auto_ocr_sentiment
mycomic.pdf_p0017_panel_4.jpg,neutral,"wot

 

A FRESH START.--

aaa",auto_ocr_sentiment
mycomic.pdf_p0017_panel_5.jpg,surprise,"b eed s

, CENTRAL PARK HAS CHANGED SINCE I WAS GONE",auto_ocr_sentiment
